Date,Alpha,VaR_HS,ES_HS,VaR_EW,ES_EW,VaR_Deep,ES_Deep,PnL
2021-04-22,99,0.0477248481651768,0.10892653607297688,-0.010590349641300865,-0.01179319591312147,0.009291025660932062,0.011260105,-0.005048090644413606
2021-04-23,95,0.022768232054077086,0.04672991926580346,-0.00809685893841445,-0.00957965238558966,-0.002770337869878859,-0.0016463959,-0.007766950351651758
2021-04-23,99,0.0477248481651768,0.10892653607297688,-0.010515174129018251,-0.01171765769561282,-0.0008406711643328904,-6.665382e-05,-0.007766950351651758
2021-04-27,95,0.022768232054077086,0.04672991926580346,-0.00808050913870935,-0.009563802859564405,-0.009070569695904853,-0.007740878,0.014486198558006437
2021-04-27,99,0.0477248481651768,0.10892653607297688,-0.01049964023488768,-0.011702529502545982,-0.006737636229954661,-0.0056519993,0.014486198558006437
2021-04-28,95,0.022768232054077086,0.04672991926580346,-0.00818348610229878,-0.009666474255332427,0.006336747459135948,0.0071246033,0.006684537942055613
2021-04-28,99,0.0477248481651768,0.10892653607297688,-0.010602118842279434,-0.01180476030719459,0.007383639607578515,0.008450261,0.006684537942055613
2021-04-29,95,0.022768232054077086,0.04672991926580346,-0.008212014536565674,-0.009695082220174374,-0.008500904543325305,-0.007171011,-0.00285749277099967
2021-04-29,99,0.0477248481651768,0.10892653607297688,-0.01063077698442853,-0.011833482945318986,-0.005734768016263843,-0.005168433,-0.00285749277099967
2021-04-30,95,0.022768232054077086,0.04672991926580346,-0.008131268373056385,-0.00961317117528782,-0.0031792448717169472,-0.0026604405,0.01679692164179869
2021-04-30,99,0.0477248481651768,0.10892653607297688,-0.010548130994388942,-0.011749892285126004,-0.0022882372257299723,-0.0020920138,0.01679692164179869
2021-05-04,95,0.022768232054077086,0.04672991926580346,-0.008213649597122999,-0.009696864891510571,0.0038567740935832257,0.004563757,-0.023210952454246585
2021-05-04,99,0.0477248481651768,0.10892653607297688,-0.01063265278612854,-0.011835478453196678,0.004899536748416721,0.00599636,-0.023210952454246585
2021-05-05,95,0.023074088998837394,0.04675331472826656,-0.008077218079909297,-0.009563993464715974,-0.006382512580603361,-0.005940757,0.030125516070984307
2021-05-05,99,0.0477248481651768,0.10892653607297688,-0.010502027486063185,-0.011707740237797575,-0.005644835601560772,-0.0052641993,0.030125516070984307
2021-05-06,95,0.023074088998837394,0.04675331472826656,-0.008245754169062498,-0.009737333295761227,0.018136824294924737,0.018816175,-0.005438214028254152
2021-05-06,99,0.0477248481651768,0.10892653607297688,-0.010678398086497388,-0.011888006472309713,0.019105504043400286,0.019736758,-0.005438214028254152
2021-05-07,95,0.023074088998837394,0.04675331472826656,-0.008247545548395328,-0.009739067533719314,-0.0002124386010109449,0.00070345344,0.003558085253462196
2021-05-07,99,0.0477248481651768,0.10892653607297688,-0.010680096272907889,-0.011889658319451431,0.0007831302087288345,0.0022034755,0.003558085253462196
2021-05-11,95,0.023074088998837394,0.04675331472826656,-0.008141073429990117,-0.009628586494013889,0.019648350588977338,0.020273842,0.014947139797732236
2021-05-11,99,0.0477248481651768,0.10892653607297688,-0.01056708593078938,-0.01177339690956454,0.02063213715329766,0.021385977,0.014947139797732236
2021-05-12,95,0.023074088998837394,0.04675331472826656,-0.008165856571696713,-0.00965413138778571,0.004017594666220248,0.0044721775,-0.04793979545938783
2021-05-12,99,0.0477248481651768,0.10892653607297688,-0.010593111427993511,-0.011800040155884027,0.004677010765299199,0.0053063193,-0.04793979545938783
2021-05-13,95,0.023232921439921485,0.04865553342096974,-0.00800256077473828,-0.009508028074004554,0.04425563234835863,0.049455415,-0.0018907597288489342
2021-05-13,99,0.04867868254584028,0.10892653607297688,-0.010457855169050985,-0.01167872628286789,0.05228036656975746,0.05692357,-0.0018907597288489342
2021-05-14,95,0.023232921439921485,0.04865553342096974,-0.007917768602712287,-0.009421628829238096,0.0031987047172151485,0.0044251345,0.01887658765190281
2021-05-14,99,0.04867868254584028,0.10892653607297688,-0.010370441992442005,-0.01159000983737516,0.004802504982799289,0.0063137626,0.01887658765190281
2021-05-18,95,0.023232921439921485,0.04865553342096974,-0.007877273645133302,-0.009378846217470618,0.0050561519805341956,0.008409688,0.0034178985748440035
2021-05-18,99,0.04867868254584028,0.10892653607297688,-0.010326216057439684,-0.011543928710354723,0.008991386443376539,0.012253885,0.0034178985748440035
2021-05-19,95,0.023232921439921485,0.04865553342096974,-0.007894499174601232,-0.009396027267259213,0.03333768043667078,0.0349497,-0.09214243772439659
2021-05-19,99,0.04867868254584028,0.10892653607297688,-0.010343369044177935,-0.011561045625930431,0.03614020083099603,0.037646264,-0.09214243772439659
2021-05-20,95,0.02345252243278082,0.05395488277941835,-0.00770242815361043,-0.00926326631895388,-0.005942250904627145,-0.0053654015,0.04291329672560096
2021-05-20,99,0.06040693072159771,0.12317781742506972,-0.010248027915003373,-0.01151380248901074,-0.004997782362625003,-0.004577557,0.04291329672560096
2021-05-21,95,0.023232921439921485,0.053632185977319474,-0.008006271549375882,-0.00957280184196121,0.010582666704431176,0.012615354,-0.04377036904916168
2021-05-21,99,0.06040693072159771,0.12317781742506972,-0.010561154706107606,-0.011831545357614076,0.014096983764320609,0.015622921,-0.04377036904916168
2021-05-25,95,0.02345252243278082,0.055210606976134634,-0.00788721986372028,-0.009467523270333728,-0.01729663060978055,-0.015915848,0.0037140507251024247
2021-05-25,99,0.06040693072159771,0.12317781742506972,-0.010464565846235035,-0.011746125918075266,-0.015133195826783777,-0.013665019,0.0037140507251024247
2021-05-26,95,0.02345252243278082,0.055210606976134634,-0.007870477886253897,-0.009450568044935633,0.0002959301302325902,0.0010695475,0.017913495894754307
2021-05-26,99,0.06040693072159771,0.12317781742506972,-0.010447476078782391,-0.011728863215454893,0.0016091767675243298,0.0027109387,0.017913495894754307
2021-05-27,95,0.02345252243278082,0.055210606976134634,-0.008021040980481266,-0.009599269717460193,0.003250331955496221,0.0046064625,-0.015879690647125244
2021-05-27,99,0.06040693072159771,0.12317781742506972,-0.010595003346011335,-0.01187488094741283,0.004868803089484572,0.006846155,-0.015879690647125244
2021-05-28,95,0.023232921439921485,0.05473448995594831,-0.008057891309544972,-0.009631701630120214,0.00957402940839529,0.010885574,-0.036962013013544494
2021-05-28,99,0.06040693072159771,0.12317781742506972,-0.01062464759824229,-0.011900942048446345,0.011461825845763086,0.013265583,-0.036962013013544494
2021-06-02,95,0.02345252243278082,0.055789191259715994,-0.007953659389112981,-0.009537382944685402,0.00914118280634284,0.010190526,0.009005932905711235
2021-06-02,99,0.06040693072159771,0.12317781742506972,-0.010536583355666828,-0.011820917025492877,0.01086368164978921,0.0121048,0.009005932905711235
2021-06-03,95,0.02345252243278082,0.055789191259715994,-0.007999006918894568,-0.009582982905442862,-0.004589675553143025,-0.0022402664,0.01949739046394825
2021-06-03,99,0.06040693072159771,0.12317781742506972,-0.010582342579784331,-0.011866880960590706,0.0001010536302783293,0.0017229154,0.01949739046394825
2021-06-04,95,0.02345252243278082,0.055789191259715994,-0.008102833427186195,-0.009688597431258508,0.0060167255811393264,0.0074010827,-0.02513616904616356
2021-06-04,99,0.06040693072159771,0.12317781742506972,-0.010689085198844886,-0.011975073587198511,0.008175567463040349,0.010172312,-0.02513616904616356
2021-06-08,95,0.024452763232984565,0.05590601276624231,-0.008028412893360507,-0.009618879405169279,0.0012104731868021184,0.0022872882,-0.006268816092051566
2021-06-08,99,0.06040693072159771,0.12317781742506972,-0.010622334071648065,-0.01191213599740681,0.0027811891259625554,0.0034577171,-0.006268816092051566
2021-06-09,95,0.024452763232984565,0.05590601276624231,-0.007950920005411399,-0.009541010063744039,0.01611977322027087,0.01704023,0.028622324299067258
2021-06-09,99,0.06040693072159771,0.12317781742506972,-0.010544227218779149,-0.011833723856488843,0.01804748920723796,0.018540721,0.028622324299067258
2021-06-10,95,0.024452763232984565,0.05590601276624231,-0.008028661399016685,-0.009622671379873021,-0.00246827572118491,-0.0014743258,-0.014365210884716362
2021-06-10,99,0.06040693072159771,0.12317781742506972,-0.01062836168635108,-0.011921037217537844,-0.0011000796000007545,-0.000100571684,-0.014365210884716362
2021-06-11,95,0.024452763232984565,0.05590601276624231,-0.007990504911955628,-0.00958605052228266,-0.013035727245733143,-0.012217774,-0.006054356938693673
2021-06-11,99,0.06040693072159771,0.12317781742506972,-0.010592709685726212,-0.011886630548288299,-0.011653362987563014,-0.01121455,-0.006054356938693673
2021-06-15,95,0.024452763232984565,0.05590601276624231,-0.00799112273636524,-0.009586650615678923,0.00578482300043106,0.0068953056,0.007277138135395945
2021-06-15,99,0.06040693072159771,0.12317781742506972,-0.010593298592299018,-0.0118872050757497,0.007244442552328108,0.008932059,0.007277138135395945
2021-06-16,95,0.02345252243278082,0.04184598592289079,-0.007597996181371141,-0.008876525797724386,0.012616809969767927,0.013461169,-0.030267458641901612
2021-06-16,99,0.04867868254584028,0.07084140250614535,-0.009683173721610538,-0.010720007851136854,0.01398274751380086,0.014757583,-0.030267458641901612
2021-06-17,95,0.024452763232984565,0.04235752201370465,-0.007227857344943937,-0.008495379233254288,0.009870648477226495,0.010827111,-0.003403129847720266
2021-06-17,99,0.04867868254584028,0.07084140250614535,-0.009295082178425104,-0.010322989500173617,0.011272979266941546,0.0127295405,-0.003403129847720266
2021-06-18,95,0.024452763232984565,0.04235752201370465,-0.007167794732889631,-0.008434907150232169,0.018780464865267275,0.019665567,-0.027397018112242225
2021-06-18,99,0.04867868254584028,0.07084140250614535,-0.009234351752614632,-0.010261927010507097,0.019917218424379823,0.021227865,-0.027397018112242225
2021-06-22,95,0.025348401331139025,0.04253143348032609,-0.007089155232864616,-0.00836339048459366,0.011009813006967305,0.012159276,0.006261169328354299
2021-06-22,99,0.04867868254584028,0.07084140250614535,-0.009167329014607184,-0.010200680593749019,0.01297236236743629,0.01399741,0.006261169328354299
2021-06-23,95,0.025348401331139025,0.04253143348032609,-0.006759899101853296,-0.008005697195439178,0.011578334402292967,0.012495212,0.020501296338625255
2021-06-23,99,0.04867868254584028,0.07084140250614535,-0.008791694197713334,-0.009801984429090959,0.01279142671264708,0.013892673,0.020501296338625255
2021-06-24,95,0.025348401331139025,0.04253143348032609,-0.006882219762024419,-0.008130089739862748,0.02000116379931569,0.020877872,0.006204037409042939
2021-06-24,99,0.04867868254584028,0.07084140250614535,-0.008917393932138133,-0.009929364375125944,0.021064772494137286,0.022271847,0.006204037409042939
2021-06-25,95,0.025348401331139025,0.04253143348032609,-0.006833081107191193,-0.008079246613061126,0.011704914644360541,0.012443987,-0.03764882873219903
2021-06-25,99,0.04867868254584028,0.07084140250614535,-0.008865475422524064,-0.009876063609921507,0.012924966122955083,0.013145332,-0.03764882873219903
2021-06-29,95,0.025575092584913365,0.04346426292680778,-0.006736624512505378,-0.007995790701929075,0.0009551077469950541,0.0014468627,0.0149610044201836
2021-06-29,99,0.04867868254584028,0.07084140250614535,-0.00879022188250928,-0.009811353081381237,0.0018089923576917496,0.0020268415,0.0149610044201836
2021-06-30,95,0.025575092584913365,0.04346426292680778,-0.006775957723191787,-0.008036391295597748,0.014344132598489523,0.015506447,0.004498692136257887
2021-06-30,99,0.04867868254584028,0.07084140250614535,-0.008831622091484734,-0.009853781085031434,0.01583485748618841,0.018048601,0.004498692136257887
2021-07-01,95,0.025575092584913365,0.04346426292680778,-0.006824644328898833,-0.008084249219396284,0.002303112216759471,0.0033268651,-0.02313469583168626
2021-07-01,99,0.04867868254584028,0.07084140250614535,-0.008878957184577974,-0.009900444151701293,0.0036695005255751307,0.0052033626,-0.02313469583168626
2021-07-02,95,0.025575092584913365,0.04346426292680778,-0.006755483064793353,-0.008020202579075791,0.014143155328929425,0.0149245085,0.004961855872534216
2021-07-02,99,0.04867868254584028,0.07084140250614535,-0.008818137454768468,-0.009843772168202966,0.015228747492656111,0.016031902,0.004961855872534216
2021-07-07,95,0.025575092584913365,0.04346426292680778,-0.006743566130524533,-0.008008075333328086,0.013857716089114546,0.014887888,-0.005012644873932004
2021-07-07,99,0.04867868254584028,0.07084140250614535,-0.008805877519628478,-0.009831341679235866,0.01581768412142992,0.016561776,-0.005012644873932004
2021-07-08,95,0.025575092584913365,0.04346426292680778,-0.006670862585091004,-0.007934773853148738,-0.009379923017695546,-0.009138521,-0.02400626995950006
2021-07-08,99,0.04867868254584028,0.07084140250614535,-0.008732198791386071,-0.009757178050883393,-0.008932862645015121,-0.008801696,-0.02400626995950006
2021-07-09,95,0.025575092584913365,0.04346426292680778,-0.00660406289569487,-0.0078733083586174,0.012203374737873673,0.014641329,0.0072849286720156675
2021-07-09,99,0.04867868254584028,0.07084140250614535,-0.008674098738811066,-0.009703403807596357,0.016324695069342844,0.01997229,0.0072849286720156675
2021-07-13,95,0.025575092584913365,0.04346426292680778,-0.0066578067008900635,-0.00792678004116386,0.018252712208777666,0.019964017,-0.012590059940703214
2021-07-13,99,0.04867868254584028,0.07084140250614535,-0.008727398734157767,-0.009756483122838338,0.020611822698265315,0.022074481,-0.012590059940703214
2021-07-14,95,0.025575092584913365,0.04346426292680778,-0.0065447051218774045,-0.007813700660573339,-0.01311458004638553,-0.010585152,0.004050188977271318
2021-07-14,99,0.04867868254584028,0.07084140250614535,-0.008614333358961333,-0.009643435749635288,-0.009858828550204637,-0.007515753,0.004050188977271318
2021-07-15,95,0.025575092584913365,0.04346426292680778,-0.00656949067151303,-0.007838419727119956,-0.0011014804884325725,0.00030703348,-0.014341361867263914
2021-07-15,99,0.04867868254584028,0.07084140250614535,-0.00863901048010048,-0.009668058955765476,0.001593703899998217,0.0022267154,-0.014341361867263914
2021-07-16,95,0.025575092584913365,0.04346426292680778,-0.006515872491821879,-0.007786882595544898,-0.027647494431585075,-0.024653675,-0.0066707893973216425
2021-07-16,99,0.04867868254584028,0.07084140250614535,-0.008588786320177295,-0.009619522438963225,-0.02358387298882008,-0.020408515,-0.0066707893973216425
2021-07-20,95,0.025575092584913365,0.04346426292680778,-0.0065260418096747905,-0.007796569174962327,0.015168860042467711,0.01637287,-0.01230331170372665
2021-07-20,99,0.04867868254584028,0.07084140250614535,-0.00859816833100923,-0.009628512969082365,0.016916614640504122,0.018423129,-0.01230331170372665
2021-07-21,95,0.025575092584913365,0.04346426292680778,-0.006307352034552309,-0.007570212634514484,0.008021876309067009,0.010052688,0.036447156756185
2021-07-21,99,0.04867868254584028,0.07084140250614535,-0.008366974686865454,-0.009391101898411485,0.010697373505681751,0.01222256,0.036447156756185
2021-07-22,95,0.025575092584913365,0.04346426292680778,-0.006500505143805572,-0.007773419128848363,0.010518418345600366,0.014410585,0.00660242191515863
2021-07-22,99,0.04867868254584028,0.07084140250614535,-0.0085765240473321,-0.009608804134365352,0.01691798688843846,0.01954171,0.00660242191515863
2021-07-23,95,0.025575092584913365,0.04346426292680778,-0.006528835603460741,-0.007801936986276661,0.010523095075041055,0.013219824,0.017623200081288815
2021-07-23,99,0.04867868254584028,0.07084140250614535,-0.008605160137472962,-0.009637592196274794,0.014765711547806856,0.01683962,0.017623200081288815
2021-07-27,95,0.025575092584913365,0.04346426292680778,-0.006539466232631394,-0.007813096526183625,-0.0017886570713017138,-0.0014423239,0.01770201767794788
2021-07-27,99,0.04867868254584028,0.07084140250614535,-0.008616653376921891,-0.00964951436024441,-0.0012803909857757392,-0.0008112845,0.01770201767794788
2021-07-28,95,0.025575092584913365,0.04346426292680778,-0.006572041140871435,-0.007847090861917289,-0.0037371248938143256,-0.0030947102,0.002943103795405478
2021-07-28,99,0.04867868254584028,0.07084140250614535,-0.008651543255649784,-0.009685555335396626,-0.002683078872505576,-0.0019783855,0.002943103795405478
2021-07-29,95,0.025575092584913365,0.04346426292680778,-0.006553530633051441,-0.007828322470586548,0.01514835110865533,0.015806498,0.008169795630965381
2021-07-29,99,0.04867868254584028,0.07084140250614535,-0.008632612160854149,-0.009666415107842576,0.0162238435074687,0.016419198,0.008169795630965381
2021-07-30,95,0.025575092584913365,0.04346426292680778,-0.006579504784999452,-0.007854655221360087,0.005185763142071662,0.0061472883,0.01866985633969307
2021-07-30,99,0.04867868254584028,0.07084140250614535,-0.00865917115824288,-0.009693264913904305,0.006922731739468872,0.007589765,0.01866985633969307
2021-08-03,95,0.025575092584913365,0.04346426292680778,-0.006447390743513981,-0.007711932459476912,0.0023486740537919087,0.0032058125,-0.014580357761587948
2021-08-03,99,0.04867868254584028,0.07084140250614535,-0.008509755158929426,-0.009535245685351374,0.0037253067013807593,0.0041808793,-0.014580357761587948
2021-08-04,95,0.025575092584913365,0.04346426292680778,-0.0064364335626672,-0.0077018186561700125,-0.0050999835366383195,-0.0043015983,0.02497258664807305
2021-08-04,99,0.04867868254584028,0.07084140250614535,-0.00850017345807279,-0.009526347928461494,-0.003664320260286332,-0.0029837552,0.02497258664807305
2021-08-05,95,0.025575092584913365,0.04346426292680778,-0.0064871184257251305,-0.007755501385322753,-0.008655065763741733,-0.008028142,0.013017790019512176
2021-08-05,99,0.04867868254584028,0.07084140250614535,-0.008555747596255511,-0.009584353210861051,-0.007703137900680304,-0.007251764,0.013017790019512176
2021-08-06,95,0.025575092584913365,0.04346426292680778,-0.006545582542904424,-0.007815021477316615,0.0015280170016922037,0.0030347856,0.014670093177119273
2021-08-06,99,0.04867868254584028,0.07084140250614535,-0.008615933922242669,-0.009645395888327017,0.003580854504834858,0.006035391,0.014670093177119273
2021-08-10,95,0.025575092584913365,0.04346426292680778,-0.006603914969154381,-0.007874768940899323,0.0010136149125173674,0.0031188042,-0.005436189391184599
2021-08-10,99,0.04867868254584028,0.07084140250614535,-0.00867657415898611,-0.009707183661257644,0.0034698936739005135,0.00721681,-0.005436189391184599
2021-08-11,95,0.025575092584913365,0.04346426292680778,-0.006497967960384188,-0.007766718034875543,-0.015468135289847855,-0.014871866,0.0015507987001910806
2021-08-11,99,0.04867868254584028,0.07084140250614535,-0.008567195865368043,-0.009596099194822275,-0.01454658360220492,-0.014097142,0.0015507987001910806
2021-08-12,95,0.025575092584913365,0.04346426292680778,-0.006502900422411443,-0.007771638613372612,-0.0013710642990190538,-1.2262715e-05,-0.012608180847018959
2021-08-12,99,0.04867868254584028,0.07084140250614535,-0.008572108946326665,-0.009601002638734151,0.0007617994415340936,0.0015937462,-0.012608180847018959
2021-08-13,95,0.025575092584913365,0.04346426292680778,-0.0064273914953927695,-0.007697457776979696,0.0052902450319379565,0.006163302,0.0312886334490031
2021-08-13,99,0.04867868254584028,0.07084140250614535,-0.008498766026812873,-0.009528736745258925,0.00679543724283576,0.0074608536,0.0312886334490031
2021-08-17,95,0.025575092584913365,0.04346426292680778,-0.006494940908799647,-0.007769776248613214,-0.0017137536371592433,-0.00033419562,-0.016109620151109994
2021-08-17,99,0.04867868254584028,0.07084140250614535,-0.008574093385270917,-0.009607931610790588,0.0003342338898801242,0.0013740563,-0.016109620151109994
2021-08-18,95,0.025575092584913365,0.04346426292680778,-0.00638660761672891,-0.007662964256097245,-0.0018540802178904445,-0.0008406091,-0.001420286879874766
2021-08-18,99,0.04867868254584028,0.07084140250614535,-0.008468241208712094,-0.009503313144643666,-0.0004700678586959839,9.358856e-05,-0.001420286879874766
2021-08-19,95,0.025575092584913365,0.04346426292680778,-0.006433928988261427,-0.00770800781057866,0.010621010093018413,0.011684366,0.01936150861438364
2021-08-19,99,0.04867868254584028,0.07084140250614535,-0.008511847646390142,-0.009545072367811241,0.012327718725427983,0.013742527,0.01936150861438364
2021-08-20,95,0.025575092584913365,0.04346426292680778,-0.006509767478488964,-0.007786463363321031,0.001696151320356873,0.0028292355,0.015122265159152447
2021-08-20,99,0.04867868254584028,0.07084140250614535,-0.008591954352158043,-0.00962730140199436,0.0034769283398054535,0.004309184,0.015122265159152447
2021-08-24,95,0.025575092584913365,0.04346426292680778,-0.006596654457230388,-0.007874461770353308,-0.00871365386992693,-0.008284441,-0.01465440890751779
2021-08-24,99,0.04867868254584028,0.07084140250614535,-0.008680653979804921,-0.009716902351573665,-0.00819928721524775,-0.007562076,-0.01465440890751779
2021-08-25,95,0.025575092584913365,0.04346426292680778,-0.006609307756080226,-0.007885746646804356,-0.0006853601924376568,0.00033331013,0.008723614887276198
2021-08-25,99,0.04867868254584028,0.07084140250614535,-0.008691075493317118,-0.009726214131663557,0.0008695993636501938,0.0016874481,0.008723614887276198
2021-08-26,95,0.025575092584913365,0.04346426292680778,-0.006609529585313664,-0.00788597428710129,-0.009504689183086158,-0.0083783595,-0.0148936529411003
2021-08-26,99,0.04867868254584028,0.07084140250614535,-0.008691306799921226,-0.009726450150797499,-0.008118771291337914,-0.006126267,-0.0148936529411003
2021-08-27,95,0.025575092584913365,0.04346426292680778,-0.006479321055702257,-0.007755823961223177,-0.006378445518203081,-0.0054655946,0.018404270079918208
2021-08-27,99,0.04867868254584028,0.07084140250614535,-0.00856119319585231,-0.009596383747525791,-0.004932717690244317,-0.0040597143,0.018404270079918208
2021-08-31,95,0.025575092584913365,0.04346426292680778,-0.006482977840949422,-0.007759677123472507,0.002043654571752995,0.0026323562,0.013127269368851557
2021-08-31,99,0.04867868254584028,0.07084140250614535,-0.00856517025597547,-0.00960052006119732,0.0029993626778013994,0.0034014054,0.013127269368851557
2021-09-01,95,0.025575092584913365,0.04346426292680778,-0.0065370795910113366,-0.007814886573142934,-0.005362820345908404,-0.00475064,0.029424104746431114
2021-09-01,99,0.04867868254584028,0.07084140250614535,-0.008621078573766015,-0.009657326677114617,-0.004498710040934385,-0.003700173,0.029424104746431114
2021-09-02,95,0.025575092584913365,0.04346426292680778,-0.006741908641036786,-0.008022596209678132,0.0064314920222386706,0.0068720514,0.0005147730815224351
2021-09-02,99,0.04867868254584028,0.07084140250614535,-0.008830605625477165,-0.009869189764196522,0.007005193498916924,0.0075548636,0.0005147730815224351
2021-09-03,95,0.025575092584913365,0.04346426292680778,-0.0066859526893445894,-0.007965524508942131,-0.009811406349763274,-0.009175505,0.011820467095822096
2021-09-03,99,0.04867868254584028,0.07084140250614535,-0.008772829978083808,-0.009810509290920522,-0.00898548796772957,-0.008225577,0.011820467095822096
2021-09-08,95,0.025575092584913365,0.04346426292680778,-0.006719389780411241,-0.007999751991308863,-0.005355971120297909,-0.0046012355,0.00046767527237534523
2021-09-08,99,0.04867868254584028,0.07084140250614535,-0.008807556132904515,-0.009845876420080127,-0.004241635226644576,-0.0033369742,0.00046767527237534523
2021-09-09,95,0.025575092584913365,0.04346426292680778,-0.0067318368783613625,-0.008012046944576431,0.006871433672495185,0.007885412,-0.003475930169224739
2021-09-09,99,0.04867868254584028,0.07084140250614535,-0.008819755095284786,-0.009857951999476164,0.008589487429708243,0.009216825,-0.003475930169224739
2021-09-10,95,0.025575092584913365,0.04346426292680778,-0.006730038273391498,-0.008010287711609724,-0.0016844590893015268,-0.0013009612,-0.019251560303382577
2021-09-10,99,0.04867868254584028,0.07084140250614535,-0.008818020702841285,-0.009856249536083113,-0.0010936499014496809,-0.0005720599,-0.019251560303382577
2021-09-14,95,0.025575092584913365,0.04346426292680778,-0.00665692856926797,-0.007940742302304748,-0.008631167700514197,-0.008097955,0.01791850488225464
2021-09-14,99,0.04867868254584028,0.07084140250614535,-0.008750724072898732,-0.009791843400399198,-0.007761872792616487,-0.0070778867,0.01791850488225464
2021-09-15,95,0.025401447988115246,0.04346426292680778,-0.006815332698343508,-0.008095244860942378,-0.00881652538664639,-0.008406103,0.014098880044184626
2021-09-15,99,0.04867868254584028,0.07084140250614535,-0.008902765058762935,-0.00994072037556155,-0.008234700318425894,-0.0077578165,0.014098880044184626
2021-09-16,95,0.025401447988115246,0.04346426292680778,-0.006858337525722692,-0.008139428418369342,0.006643383647315204,0.0071494957,-0.00388698298484087
2021-09-16,99,0.04867868254584028,0.07084140250614535,-0.008947692298724665,-0.009986603516370164,0.007335569988936186,0.008138632,-0.00388698298484087
2021-09-17,95,0.025401447988115246,0.04346426292680778,-0.006803642047810937,-0.00808450234007305,0.009338728617876768,0.00989262,-0.013151656230911614
2021-09-17,99,0.04867868254584028,0.07084140250614535,-0.008892620730391184,-0.009931344940754325,0.010043673431500793,0.010620429,-0.013151656230911614
2021-09-21,95,0.025401447988115246,0.04346426292680778,-0.006775329609753452,-0.008057674135056203,0.028298937436193227,0.02945282,-0.025847265423362843
2021-09-21,99,0.04867868254584028,0.07084140250614535,-0.00886672895538384,-0.009906656816763759,0.03057079492136836,0.031236941,-0.025847265423362843
2021-09-22,95,0.02574431846067455,0.043481860698207475,-0.006711705184901823,-0.007999955356808067,-0.009505774406716228,-0.008316222,0.034432531287893656
2021-09-22,99,0.04867868254584028,0.07084140250614535,-0.008812736158537296,-0.009857453252702365,-0.007629905431531371,-0.0065672444,0.034432531287893656
2021-09-23,95,0.02574431846067455,0.043481860698207475,-0.00691705766837652,-0.008212989410314061,0.012351567298173903,0.014375389,0.010990625107660891
2021-09-23,99,0.04867868254584028,0.07084140250614535,-0.009030616656301345,-0.010081563182991811,0.015611923318356273,0.0176099,0.010990625107660891
2021-09-24,95,0.02574431846067455,0.043481860698207475,-0.00694189493612724,-0.008238405287259765,0.029047789610922334,0.030191729,-0.02073396211490035
2021-09-24,99,0.04867868254584028,0.07084140250614535,-0.00905639758846353,-0.010107813343049341,0.031075743809342384,0.03178408,-0.02073396211490035
