Date,AGG,BTC,ETH,EURUSD,GBPUSD,USDJPY,SP500
2023-04-29,,29248.48828125,1908.9169921875,,,,
2023-04-30,,29268.806640625,1876.92431640625,,,,
2023-05-01,91.81905364990234,28091.568359375,1831.954833984375,1.1010911464691162,1.2557607889175415,136.38600158691406,4167.8701171875
2023-05-02,92.71219635009766,28680.537109375,1870.789306640625,1.0969241857528687,1.2485953569412231,137.52099609375,4119.580078125
2023-05-03,93.12158203125,29006.30859375,1904.65185546875,1.1010911464691162,1.2476606369018555,136.46600341796875,4090.75
2023-05-04,93.00993347167969,28847.7109375,1877.7041015625,1.1068925857543945,1.256897211074829,134.54400634765625,4061.219970703125
2023-05-05,92.71219635009766,29534.384765625,1995.0609130859375,1.102292776107788,1.2583364248275757,134.1790008544922,4136.25
2023-05-06,,28904.623046875,1900.2218017578125,,,,
2023-05-07,,28454.978515625,1873.076416015625,,,,
2023-05-08,92.20048522949219,27694.2734375,1849.042724609375,1.10186767578125,1.2630568742752075,135.19900512695312,4138.1201171875
2023-05-09,92.11678314208984,27658.775390625,1848.6031494140625,1.0996140241622925,1.2612725496292114,135.072998046875,4119.169921875
2023-05-10,92.71219635009766,27621.755859375,1842.4014892578125,1.096467137336731,1.2624667882919312,135.28799438476562,4137.64013671875
2023-05-11,92.99132537841797,27000.7890625,1796.4906005859375,1.098406195640564,1.2626996040344238,134.08700561523438,4130.6201171875
2023-05-12,92.47032928466797,26804.990234375,1808.019775390625,1.0912145376205444,1.2508130073547363,134.4980010986328,4124.080078125
2023-05-13,,26784.078125,1796.1148681640625,,,,
2023-05-14,,26930.638671875,1800.5009765625,,,,
2023-05-15,92.23771667480469,27192.693359375,1817.5499267578125,1.0852696895599365,1.2450973987579346,135.82200622558594,4136.27978515625
2023-05-16,92.02375030517578,27036.650390625,1824.1214599609375,1.0873701572418213,1.2525207996368408,136.0449981689453,4109.89990234375
2023-05-17,91.88419342041016,27398.802734375,1821.859619140625,1.0865668058395386,1.2484394311904907,136.42999267578125,4158.77001953125
2023-05-18,91.45620727539062,26832.208984375,1801.728515625,1.0838346481323242,1.2482805252075195,137.61399841308594,4198.0498046875
2023-05-19,91.25151824951172,26890.12890625,1812.5894775390625,1.0775396823883057,1.2412338256835938,138.6199951171875,4191.97998046875
2023-05-20,,27129.5859375,1820.47802734375,,,,
2023-05-21,,26753.826171875,1804.5313720703125,,,,
2023-05-22,91.16778564453125,26851.27734375,1817.5347900390625,1.0822745561599731,1.2461059093475342,137.69200134277344,4192.6298828125
2023-05-23,91.2701187133789,27225.7265625,1854.380615234375,1.0811045169830322,1.243440866470337,138.6719970703125,4145.580078125
2023-05-24,91.03752136230469,26334.818359375,1800.0999755859375,1.076971173286438,1.2417269945144653,138.59800720214844,4115.240234375
2023-05-25,90.70259857177734,26476.20703125,1805.9537353515625,1.0757315158843994,1.2371032238006592,139.2830047607422,4151.27978515625
2023-05-26,90.77703857421875,26719.291015625,1828.689697265625,1.0724436044692993,1.2318304777145386,140.01699829101562,4205.4501953125
2023-05-27,,26868.353515625,1831.1182861328125,,,,
2023-05-28,,28085.646484375,1910.9141845703125,,,,
2023-05-29,,27745.884765625,1893.078125,1.0723055601119995,1.2346898317337036,140.87100219726562,
2023-05-30,91.38176727294922,27702.349609375,1901.026611328125,1.0707669258117676,1.234933853149414,140.4409942626953,4205.52001953125
2023-05-31,91.70740509033203,27219.658203125,1874.1304931640625,1.073306918144226,1.241187572479248,139.79200744628906,4179.830078125
2023-06-01,91.98539733886719,26819.97265625,1862.201416015625,1.0695186853408813,1.244694471359253,139.1269989013672,4221.02001953125
2023-06-02,91.50031280517578,27249.58984375,1907.256591796875,1.0760787725448608,1.2525991201400757,138.7480010986328,4282.3701171875
2023-06-03,,27075.12890625,1892.4124755859375,,,,
2023-06-04,,27119.06640625,1890.5135498046875,,,,
2023-06-05,91.490966796875,25760.09765625,1811.828369140625,1.0698620080947876,1.2430236339569092,140.20700073242188,4273.7900390625
2023-06-06,91.60293579101562,27238.783203125,1884.494873046875,1.0711798667907715,1.2433171272277832,139.38299560546875,4283.85009765625
2023-06-07,91.11785888671875,26345.998046875,1832.39599609375,1.0698047876358032,1.2428536415100098,139.52699279785156,4267.52001953125
2023-06-08,91.60293579101562,26508.216796875,1846.3018798828125,1.0707440376281738,1.2445859909057617,139.8990020751953,4293.93017578125
2023-06-09,91.38836669921875,26480.375,1840.2252197265625,1.078271746635437,1.2559500932693481,138.86300659179688,4298.85986328125
2023-06-10,,25851.240234375,1752.384765625,,,,
2023-06-11,,25940.16796875,1753.415283203125,,,,
2023-06-12,91.54692840576172,25902.5,1742.5286865234375,1.0750954151153564,1.25809907913208,139.37100219726562,4338.93017578125
2023-06-13,91.11785888671875,25918.728515625,1739.03759765625,1.0762988328933716,1.2515331506729126,139.4600067138672,4369.009765625
2023-06-14,91.20181274414062,25124.67578125,1650.519287109375,1.078934907913208,1.2606843709945679,140.177001953125,4372.58984375
2023-06-15,91.83613586425781,25576.39453125,1665.519775390625,1.084304690361023,1.26708984375,139.9770050048828,4425.83984375
2023-06-16,91.54692840576172,26327.462890625,1716.6688232421875,1.0945948362350464,1.278576135635376,140.26800537109375,4409.58984375
2023-06-17,,26510.67578125,1727.2041015625,,,,
2023-06-18,,26336.212890625,1720.5775146484375,,,,
2023-06-19,,26851.029296875,1737.659423828125,1.0942115783691406,1.2830382585525513,141.86700439453125,
2023-06-20,91.71485900878906,28327.48828125,1792.1199951171875,1.0924304723739624,1.2794759273529053,141.8990020751953,4388.7099609375
2023-06-21,91.86410522460938,30027.296875,1891.0072021484375,1.0920368432998657,1.276535987854004,141.3350067138672,4365.68994140625
2023-06-22,91.38836669921875,29912.28125,1872.9429931640625,1.0992635488510132,1.2772045135498047,141.68800354003906,4381.89013671875
2023-06-23,91.6589126586914,30695.46875,1892.862060546875,1.0958904027938843,1.2747135162353516,143.02999877929688,4348.330078125
2023-06-24,,30548.6953125,1876.0596923828125,,,,
2023-06-25,,30480.26171875,1900.506103515625,,,,
